Location,HCHO_reading,Current_Date,Next_Date
"Bibile, Monaragala",7.990708924877695e-05,2019-02-19,2019-02-20
"Bibile, Monaragala",8.647263683420719e-05,2019-02-20,2019-02-21
"Bibile, Monaragala",6.580490440211678e-05,2019-02-21,2019-02-22
"Bibile, Monaragala",0.00011733176797156996,2019-02-22,2019-02-23
"Bibile, Monaragala",0.00013726642237273966,2019-02-23,2019-02-24
"Bibile, Monaragala",0.00011835877319569628,2019-02-24,2019-02-25
"Bibile, Monaragala",0.00012643137974120453,2019-02-25,2019-02-26
"Bibile, Monaragala",-4.671209171647206e-05,2019-02-26,2019-02-27
"Bibile, Monaragala",0.00012643137974120453,2019-02-27,2019-02-28
"Bibile, Monaragala",0.00012643137974120453,2019-02-28,2019-03-01
"Bibile, Monaragala",0.00012643137974120453,2019-03-01,2019-03-02
"Bibile, Monaragala",0.00020152217994513967,2019-03-02,2019-03-03
"Bibile, Monaragala",0.00023333786018048562,2019-03-03,2019-03-04
"Bibile, Monaragala",0.00011305602340930811,2019-03-04,2019-03-05
"Bibile, Monaragala",8.923271256196186e-05,2019-03-05,2019-03-06
"Bibile, Monaragala",4.2696494065404425e-05,2019-03-06,2019-03-07
"Bibile, Monaragala",0.00010215444784282908,2019-03-07,2019-03-08
"Bibile, Monaragala",0.0001044157112020655,2019-03-08,2019-03-09
"Bibile, Monaragala",0.00012643137974120453,2019-03-09,2019-03-10
"Bibile, Monaragala",0.00010576291002914177,2019-03-10,2019-03-11
"Bibile, Monaragala",0.00019546887029536962,2019-03-11,2019-03-12
"Bibile, Monaragala",0.00023395613302315676,2019-03-12,2019-03-13
"Bibile, Monaragala",0.00012643137974120453,2019-03-13,2019-03-14
"Bibile, Monaragala",5.33002191604215e-05,2019-03-14,2019-03-15
"Bibile, Monaragala",0.00012340248046509644,2019-03-15,2019-03-16
"Bibile, Monaragala",9.934245878113424e-05,2019-03-16,2019-03-17
"Bibile, Monaragala",0.00012643137974120453,2019-03-17,2019-03-18
"Bibile, Monaragala",1.3218968888395464e-05,2019-03-18,2019-03-19
"Bibile, Monaragala",0.00014497780925318694,2019-03-19,2019-03-20
"Bibile, Monaragala",7.633388390013924e-05,2019-03-20,2019-03-21
"Bibile, Monaragala",0.00014806802209932357,2019-03-21,2019-03-22
"Bibile, Monaragala",4.698590924918041e-05,2019-03-22,2019-03-23
"Bibile, Monaragala",-1.5467760777977853e-05,2019-03-23,2019-03-24
"Bibile, Monaragala",0.00015120980131322088,2019-03-24,2019-03-25
"Bibile, Monaragala",7.338239494073005e-05,2019-03-25,2019-03-26
"Bibile, Monaragala",8.133633841564141e-05,2019-03-26,2019-03-27
"Bibile, Monaragala",9.850572535486575e-05,2019-03-27,2019-03-28
"Bibile, Monaragala",0.00013195028482650584,2019-03-28,2019-03-29
"Bibile, Monaragala",0.00012643137974120453,2019-03-29,2019-03-30
"Bibile, Monaragala",0.0002860108422390518,2019-03-30,2019-03-31
"Bibile, Monaragala",0.0001691464753809966,2019-03-31,2019-04-01
"Bibile, Monaragala",0.00023113582697465742,2019-04-01,2019-04-02
"Bibile, Monaragala",0.00018395050166031214,2019-04-02,2019-04-03
"Bibile, Monaragala",0.00021208426428933073,2019-04-03,2019-04-04
"Bibile, Monaragala",2.6559009192573393e-05,2019-04-04,2019-04-05
"Bibile, Monaragala",8.134434422682388e-05,2019-04-05,2019-04-06
"Bibile, Monaragala",0.00013234100167912454,2019-04-06,2019-04-07
"Bibile, Monaragala",0.00015843317114741873,2019-04-07,2019-04-08
"Bibile, Monaragala",0.00020553664071236213,2019-04-08,2019-04-09
"Bibile, Monaragala",0.00026591800159520186,2019-04-09,2019-04-10
"Bibile, Monaragala",0.00012094641244750587,2019-04-10,2019-04-11
"Bibile, Monaragala",0.00012643137974120453,2019-04-11,2019-04-12
"Bibile, Monaragala",6.731434962449994e-05,2019-04-12,2019-04-13
"Bibile, Monaragala",0.00017229342211305158,2019-04-13,2019-04-14
"Bibile, Monaragala",0.00012643137974120453,2019-04-14,2019-04-15
"Bibile, Monaragala",0.00012643137974120453,2019-04-15,2019-04-16
"Bibile, Monaragala",0.00012643137974120453,2019-04-16,2019-04-17
"Bibile, Monaragala",0.00012643137974120453,2019-04-17,2019-04-18
"Bibile, Monaragala",-1.7637499327927978e-05,2019-04-18,2019-04-19
"Bibile, Monaragala",3.0456606050663313e-05,2019-04-19,2019-04-20
"Bibile, Monaragala",3.9441730173904633e-05,2019-04-20,2019-04-21
"Bibile, Monaragala",-2.3242276785227024e-05,2019-04-21,2019-04-22
"Bibile, Monaragala",0.00012643137974120453,2019-04-22,2019-04-23
"Bibile, Monaragala",0.00010873468409010513,2019-04-23,2019-04-24
"Bibile, Monaragala",0.00014262742788357863,2019-04-24,2019-04-25
"Bibile, Monaragala",0.00012643137974120453,2019-04-25,2019-04-26
"Bibile, Monaragala",0.00012643137974120453,2019-04-26,2019-04-27
"Bibile, Monaragala",0.00012643137974120453,2019-04-27,2019-04-28
"Bibile, Monaragala",0.00025049933879011673,2019-04-28,2019-04-29
"Bibile, Monaragala",0.00012643137974120453,2019-04-29,2019-04-30
"Bibile, Monaragala",0.00012643137974120453,2019-04-30,2019-05-01
"Bibile, Monaragala",0.00014470030608898578,2019-05-01,2019-05-02
"Bibile, Monaragala",0.00012643137974120453,2019-05-02,2019-05-03
"Bibile, Monaragala",0.00024308777143402943,2019-05-03,2019-05-04
"Bibile, Monaragala",0.00016635754041605826,2019-05-04,2019-05-05
"Bibile, Monaragala",0.00011179837544522649,2019-05-05,2019-05-06
"Bibile, Monaragala",0.0002294637627646074,2019-05-06,2019-05-07
"Bibile, Monaragala",0.0003124401430261854,2019-05-07,2019-05-08
"Bibile, Monaragala",0.0002250056587289942,2019-05-08,2019-05-09
"Bibile, Monaragala",0.00020857353078197735,2019-05-09,2019-05-10
"Bibile, Monaragala",0.0002570593382420661,2019-05-10,2019-05-11
"Bibile, Monaragala",0.00020048891098367814,2019-05-11,2019-05-12
"Bibile, Monaragala",0.00010984248706835537,2019-05-12,2019-05-13
"Bibile, Monaragala",0.00021290345854290245,2019-05-13,2019-05-14
"Bibile, Monaragala",0.00017200797289619956,2019-05-14,2019-05-15
"Bibile, Monaragala",0.00026647300315462737,2019-05-15,2019-05-16
"Bibile, Monaragala",0.00020161277168308778,2019-05-16,2019-05-17
"Bibile, Monaragala",0.00028840377667319246,2019-05-17,2019-05-18
"Bibile, Monaragala",0.00011770878802932611,2019-05-18,2019-05-19
"Bibile, Monaragala",0.00011600090603842445,2019-05-19,2019-05-20
"Bibile, Monaragala",0.00013368810236348764,2019-05-20,2019-05-21
"Bibile, Monaragala",0.00022080012277151268,2019-05-21,2019-05-22
"Bibile, Monaragala",-7.228200424818833e-05,2019-05-22,2019-05-23
"Bibile, Monaragala",0.00031055293745459325,2019-05-23,2019-05-24
"Bibile, Monaragala",0.00012643137974120453,2019-05-24,2019-05-25
"Bibile, Monaragala",0.00017479515451933645,2019-05-25,2019-05-26
"Bibile, Monaragala",0.00015486872491924497,2019-05-26,2019-05-27
"Bibile, Monaragala",0.0001654224296495381,2019-05-27,2019-05-28
"Bibile, Monaragala",0.00019826290834036968,2019-05-28,2019-05-29
"Bibile, Monaragala",0.00030913271744334014,2019-05-29,2019-05-30
"Bibile, Monaragala",0.00020749939841339775,2019-05-30,2019-05-31
"Bibile, Monaragala",0.0002010744889855538,2019-05-31,2019-06-01
"Bibile, Monaragala",0.00016208557740032822,2019-06-01,2019-06-02
"Bibile, Monaragala",0.00020112016337827448,2019-06-02,2019-06-03
"Bibile, Monaragala",0.0002514812262270897,2019-06-03,2019-06-04
"Bibile, Monaragala",0.00019809746190263582,2019-06-04,2019-06-05
"Bibile, Monaragala",0.00021460648984845642,2019-06-05,2019-06-06
"Bibile, Monaragala",0.0001936430479641922,2019-06-06,2019-06-07
"Bibile, Monaragala",0.0002007570846963156,2019-06-07,2019-06-08
"Bibile, Monaragala",0.0002396215399985872,2019-06-08,2019-06-09
"Bibile, Monaragala",0.0002062646189300737,2019-06-09,2019-06-10
"Bibile, Monaragala",0.00012643137974120453,2019-06-10,2019-06-11
"Bibile, Monaragala",0.00019933993404946937,2019-06-11,2019-06-12
"Bibile, Monaragala",6.053496474230479e-05,2019-06-12,2019-06-13
"Bibile, Monaragala",0.00022451528679659938,2019-06-13,2019-06-14
"Bibile, Monaragala",0.00012452661811476707,2019-06-14,2019-06-15
"Bibile, Monaragala",0.000196375949274062,2019-06-15,2019-06-16
"Bibile, Monaragala",0.0001445406571932496,2019-06-16,2019-06-17
"Bibile, Monaragala",9.443249258390602e-05,2019-06-17,2019-06-18
"Bibile, Monaragala",0.00015213462463268803,2019-06-18,2019-06-19
"Bibile, Monaragala",0.00019723984414976052,2019-06-19,2019-06-20
"Bibile, Monaragala",0.00018464608774222674,2019-06-20,2019-06-21
"Bibile, Monaragala",0.00012575777671418155,2019-06-21,2019-06-22
"Bibile, Monaragala",-3.0012375764285918e-05,2019-06-22,2019-06-23
"Bibile, Monaragala",0.00019146097598052677,2019-06-23,2019-06-24
"Bibile, Monaragala",0.00014572326990140567,2019-06-24,2019-06-25
"Bibile, Monaragala",7.372090402977676e-05,2019-06-25,2019-06-26
"Bibile, Monaragala",0.00025963724950610806,2019-06-26,2019-06-27
"Bibile, Monaragala",0.00017791946177723303,2019-06-27,2019-06-28
"Bibile, Monaragala",0.00023122642379509308,2019-06-28,2019-06-29
"Bibile, Monaragala",0.00018125234925766762,2019-06-29,2019-06-30
"Bibile, Monaragala",0.0001883885471587741,2019-06-30,2019-07-01
"Bibile, Monaragala",0.00020233445338686072,2019-07-01,2019-07-02
"Bibile, Monaragala",9.121370706522811e-05,2019-07-02,2019-07-03
"Bibile, Monaragala",0.0004183141429787661,2019-07-03,2019-07-04
"Bibile, Monaragala",0.0001753343888387254,2019-07-04,2019-07-05
"Bibile, Monaragala",0.00014202561297069473,2019-07-05,2019-07-06
"Bibile, Monaragala",0.00021169709663757354,2019-07-06,2019-07-07
"Bibile, Monaragala",0.00019882899476869555,2019-07-07,2019-07-08
"Bibile, Monaragala",0.00010306187131618882,2019-07-08,2019-07-09
"Bibile, Monaragala",0.00012643137974120453,2019-07-09,2019-07-10
"Bibile, Monaragala",0.00018845958368175273,2019-07-10,2019-07-11
"Bibile, Monaragala",0.00019757822807418436,2019-07-11,2019-07-12
"Bibile, Monaragala",0.00015946552644370213,2019-07-12,2019-07-13
"Bibile, Monaragala",0.00019764783373665446,2019-07-13,2019-07-14
"Bibile, Monaragala",0.00033622086630202824,2019-07-14,2019-07-15
"Bibile, Monaragala",0.00012643137974120453,2019-07-15,2019-07-16
"Bibile, Monaragala",0.00011166122736199398,2019-07-16,2019-07-17
"Bibile, Monaragala",9.440945635086574e-05,2019-07-17,2019-07-18
"Bibile, Monaragala",5.3007591732085154e-05,2019-07-18,2019-07-19
"Bibile, Monaragala",6.854623574559979e-05,2019-07-19,2019-07-20
"Bibile, Monaragala",0.00012643137974120453,2019-07-20,2019-07-21
"Bibile, Monaragala",0.0002918239666354833,2019-07-21,2019-07-22
"Bibile, Monaragala",0.00012643137974120453,2019-07-22,2019-07-23
"Bibile, Monaragala",0.00014215831823893304,2019-07-23,2019-07-24
"Bibile, Monaragala",0.00013714085734070668,2019-07-24,2019-07-25
"Bibile, Monaragala",7.947482663439587e-05,2019-07-25,2019-07-26
"Bibile, Monaragala",0.00026066894767696016,2019-07-26,2019-07-27
"Bibile, Monaragala",0.0002823855014415128,2019-07-27,2019-07-28
"Bibile, Monaragala",0.00021407060982851558,2019-07-28,2019-07-29
"Bibile, Monaragala",0.00029026943248255265,2019-07-29,2019-07-30
"Bibile, Monaragala",0.00016906574061191165,2019-07-30,2019-07-31
"Bibile, Monaragala",0.0001755234582795297,2019-07-31,2019-08-01
"Bibile, Monaragala",0.0001334335101567556,2019-08-01,2019-08-02
"Bibile, Monaragala",0.00017103921389435739,2019-08-02,2019-08-03
"Bibile, Monaragala",0.0002770476275012557,2019-08-03,2019-08-04
"Bibile, Monaragala",-5.8506497870336726e-05,2019-08-04,2019-08-05
"Bibile, Monaragala",0.00015436792843419566,2019-08-05,2019-08-06
"Bibile, Monaragala",0.00013811678404369263,2019-08-06,2019-08-07
"Bibile, Monaragala",0.0004105507403533942,2019-08-07,2019-08-08
"Bibile, Monaragala",0.00012643137974120453,2019-08-08,2019-08-09
"Bibile, Monaragala",0.0002323583030374721,2019-08-09,2019-08-10
"Bibile, Monaragala",0.00012643137974120453,2019-08-10,2019-08-11
"Bibile, Monaragala",0.00016487208749872402,2019-08-11,2019-08-12
"Bibile, Monaragala",0.00016975660864558634,2019-08-12,2019-08-13
"Bibile, Monaragala",0.00012643137974120453,2019-08-13,2019-08-14
"Bibile, Monaragala",0.00016171075016852758,2019-08-14,2019-08-15
"Bibile, Monaragala",8.127829567496318e-05,2019-08-15,2019-08-16
"Bibile, Monaragala",0.00012643137974120453,2019-08-16,2019-08-17
"Bibile, Monaragala",0.00012643137974120453,2019-08-17,2019-08-18
"Bibile, Monaragala",9.694880280715724e-05,2019-08-18,2019-08-19
"Bibile, Monaragala",0.00012314422822253554,2019-08-19,2019-08-20
"Bibile, Monaragala",0.00010720387627658818,2019-08-20,2019-08-21
"Bibile, Monaragala",0.00022391407401300967,2019-08-21,2019-08-22
"Bibile, Monaragala",0.00012643137974120453,2019-08-22,2019-08-23
"Bibile, Monaragala",0.00012643137974120453,2019-08-23,2019-08-24
"Bibile, Monaragala",0.00012643137974120453,2019-08-24,2019-08-25
"Bibile, Monaragala",0.00024054745680995821,2019-08-25,2019-08-26
"Bibile, Monaragala",0.00012643137974120453,2019-08-26,2019-08-27
"Bibile, Monaragala",3.8798171564394524e-05,2019-08-27,2019-08-28
"Bibile, Monaragala",4.685654324449213e-05,2019-08-28,2019-08-29
"Bibile, Monaragala",-0.00023904570844024422,2019-08-29,2019-08-30
"Bibile, Monaragala",0.00010176358077113543,2019-08-30,2019-08-31
"Bibile, Monaragala",0.00011995695142458362,2019-08-31,2019-09-01
"Bibile, Monaragala",0.00012643137974120453,2019-09-01,2019-09-02
"Bibile, Monaragala",0.00012643137974120453,2019-09-02,2019-09-03
"Bibile, Monaragala",0.0002193736930364124,2019-09-03,2019-09-04
"Bibile, Monaragala",0.00012643137974120453,2019-09-04,2019-09-05
"Bibile, Monaragala",7.061158198466546e-05,2019-09-05,2019-09-06
"Bibile, Monaragala",0.0002029469269085689,2019-09-06,2019-09-07
"Bibile, Monaragala",0.0002272679150190868,2019-09-07,2019-09-08
"Bibile, Monaragala",0.00019802221939686128,2019-09-08,2019-09-09
"Bibile, Monaragala",0.0002873941513638205,2019-09-09,2019-09-10
"Bibile, Monaragala",0.00021436230398335453,2019-09-10,2019-09-11
"Bibile, Monaragala",0.00012643137974120453,2019-09-11,2019-09-12
"Bibile, Monaragala",0.00012643137974120453,2019-09-12,2019-09-13
"Bibile, Monaragala",0.00017772063648523705,2019-09-13,2019-09-14
"Bibile, Monaragala",0.0001758298338639548,2019-09-14,2019-09-15
"Bibile, Monaragala",0.00012643137974120453,2019-09-15,2019-09-16
"Bibile, Monaragala",3.679960787562356e-05,2019-09-16,2019-09-17
"Bibile, Monaragala",6.794723518060958e-05,2019-09-17,2019-09-18
"Bibile, Monaragala",7.855116824171623e-05,2019-09-18,2019-09-19
"Bibile, Monaragala",0.00012643137974120453,2019-09-19,2019-09-20
"Bibile, Monaragala",5.966607426039956e-05,2019-09-20,2019-09-21
"Bibile, Monaragala",6.035665491112147e-05,2019-09-21,2019-09-22
"Bibile, Monaragala",0.00012643137974120453,2019-09-22,2019-09-23
"Bibile, Monaragala",0.00012643137974120453,2019-09-23,2019-09-24
"Bibile, Monaragala",0.00012643137974120453,2019-09-24,2019-09-25
"Bibile, Monaragala",0.00012643137974120453,2019-09-25,2019-09-26
"Bibile, Monaragala",0.00012643137974120453,2019-09-26,2019-09-27
"Bibile, Monaragala",0.00012643137974120453,2019-09-27,2019-09-28
"Bibile, Monaragala",0.00012643137974120453,2019-09-28,2019-09-29
"Bibile, Monaragala",0.00014769359694988415,2019-09-29,2019-09-30
"Bibile, Monaragala",0.00013541872613132,2019-09-30,2019-10-01
"Bibile, Monaragala",0.00010132535680895671,2019-10-01,2019-10-02
"Bibile, Monaragala",3.625866611442237e-05,2019-10-02,2019-10-03
"Bibile, Monaragala",0.00012643137974120453,2019-10-03,2019-10-04
"Bibile, Monaragala",4.547032960960256e-05,2019-10-04,2019-10-05
"Bibile, Monaragala",0.00018504993211879836,2019-10-05,2019-10-06
"Bibile, Monaragala",8.042740955715999e-05,2019-10-06,2019-10-07
"Bibile, Monaragala",1.9520575982471997e-05,2019-10-07,2019-10-08
"Bibile, Monaragala",9.107848870812606e-05,2019-10-08,2019-10-09
"Bibile, Monaragala",4.460671594527965e-05,2019-10-09,2019-10-10
"Bibile, Monaragala",0.00019806258106326685,2019-10-10,2019-10-11
"Bibile, Monaragala",0.00012643137974120453,2019-10-11,2019-10-12
"Bibile, Monaragala",6.69268465455332e-05,2019-10-12,2019-10-13
"Bibile, Monaragala",8.33783504916071e-05,2019-10-13,2019-10-14
"Bibile, Monaragala",-0.00010282670700689779,2019-10-14,2019-10-15
"Bibile, Monaragala",0.00012643137974120453,2019-10-15,2019-10-16
"Bibile, Monaragala",0.00012643137974120453,2019-10-16,2019-10-17
"Bibile, Monaragala",7.405227428003269e-05,2019-10-17,2019-10-18
"Bibile, Monaragala",0.00012643137974120453,2019-10-18,2019-10-19
"Bibile, Monaragala",0.00012643137974120453,2019-10-19,2019-10-20
"Bibile, Monaragala",0.00012643137974120453,2019-10-20,2019-10-21
"Bibile, Monaragala",0.00012643137974120453,2019-10-21,2019-10-22
"Bibile, Monaragala",4.203095464153636e-05,2019-10-22,2019-10-23
"Bibile, Monaragala",0.00012643137974120453,2019-10-23,2019-10-24
"Bibile, Monaragala",0.00012643137974120453,2019-10-24,2019-10-25
"Bibile, Monaragala",0.00012643137974120453,2019-10-25,2019-10-26
"Bibile, Monaragala",0.00012643137974120453,2019-10-26,2019-10-27
"Bibile, Monaragala",0.00012643137974120453,2019-10-27,2019-10-28
"Bibile, Monaragala",0.00012643137974120453,2019-10-28,2019-10-29
"Bibile, Monaragala",0.00012643137974120453,2019-10-29,2019-10-30
"Bibile, Monaragala",0.00012643137974120453,2019-10-30,2019-10-31
"Bibile, Monaragala",-4.765897301695077e-06,2019-10-31,2019-11-01
"Bibile, Monaragala",7.961665078926478e-05,2019-11-01,2019-11-02
"Bibile, Monaragala",7.301303441877131e-05,2019-11-02,2019-11-03
"Bibile, Monaragala",0.00012643137974120453,2019-11-03,2019-11-04
"Bibile, Monaragala",0.00010257676584460414,2019-11-04,2019-11-05
"Bibile, Monaragala",5.952412593517619e-05,2019-11-05,2019-11-06
"Bibile, Monaragala",0.00012445648486210378,2019-11-06,2019-11-07
"Bibile, Monaragala",0.00011373549256253825,2019-11-07,2019-11-08
"Bibile, Monaragala",0.00012643137974120453,2019-11-08,2019-11-09
"Bibile, Monaragala",0.00012643137974120453,2019-11-09,2019-11-10
"Bibile, Monaragala",0.00012643137974120453,2019-11-10,2019-11-11
"Bibile, Monaragala",7.8603618761754e-05,2019-11-11,2019-11-12
"Bibile, Monaragala",1.1670059962981136e-05,2019-11-12,2019-11-13
"Bibile, Monaragala",9.017052121765264e-05,2019-11-13,2019-11-14
"Bibile, Monaragala",4.494364215642581e-05,2019-11-14,2019-11-15
"Bibile, Monaragala",-3.101655966020189e-05,2019-11-15,2019-11-16
"Bibile, Monaragala",7.223729487439374e-05,2019-11-16,2019-11-17
"Bibile, Monaragala",3.7091107515152544e-05,2019-11-17,2019-11-18
"Bibile, Monaragala",0.00011030877454374455,2019-11-18,2019-11-19
"Bibile, Monaragala",8.99974333677621e-06,2019-11-19,2019-11-20
"Bibile, Monaragala",0.00012643137974120453,2019-11-20,2019-11-21
"Bibile, Monaragala",9.806883275501884e-06,2019-11-21,2019-11-22
"Bibile, Monaragala",0.00012643137974120453,2019-11-22,2019-11-23
"Bibile, Monaragala",0.00012643137974120453,2019-11-23,2019-11-24
"Bibile, Monaragala",0.00012643137974120453,2019-11-24,2019-11-25
"Bibile, Monaragala",0.00012643137974120453,2019-11-25,2019-11-26
"Bibile, Monaragala",0.00012643137974120453,2019-11-26,2019-11-27
"Bibile, Monaragala",0.00012643137974120453,2019-11-27,2019-11-28
"Bibile, Monaragala",0.00012643137974120453,2019-11-28,2019-11-29
"Bibile, Monaragala",0.00012643137974120453,2019-11-29,2019-11-30
"Bibile, Monaragala",0.00012643137974120453,2019-11-30,2019-12-01
"Bibile, Monaragala",0.00016382550125342436,2019-12-01,2019-12-02
"Bibile, Monaragala",0.00012643137974120453,2019-12-02,2019-12-03
"Bibile, Monaragala",0.00012643137974120453,2019-12-03,2019-12-04
"Bibile, Monaragala",0.00012643137974120453,2019-12-04,2019-12-05
"Bibile, Monaragala",0.00012643137974120453,2019-12-05,2019-12-06
"Bibile, Monaragala",4.527902726942165e-05,2019-12-06,2019-12-07
"Bibile, Monaragala",0.00012643137974120453,2019-12-07,2019-12-08
"Bibile, Monaragala",0.00012643137974120453,2019-12-08,2019-12-09
"Bibile, Monaragala",0.00012643137974120453,2019-12-09,2019-12-10
"Bibile, Monaragala",0.00012643137974120453,2019-12-10,2019-12-11
"Bibile, Monaragala",0.00012643137974120453,2019-12-11,2019-12-12
"Bibile, Monaragala",1.824442407894158e-05,2019-12-12,2019-12-13
"Bibile, Monaragala",0.0001733404594727981,2019-12-13,2019-12-14
"Bibile, Monaragala",0.00012140412284882155,2019-12-14,2019-12-15
"Bibile, Monaragala",0.00012643137974120453,2019-12-15,2019-12-16
"Bibile, Monaragala",0.00012369245204037004,2019-12-16,2019-12-17
"Bibile, Monaragala",0.00012643137974120453,2019-12-17,2019-12-18
"Bibile, Monaragala",0.00012643137974120453,2019-12-18,2019-12-19
"Bibile, Monaragala",0.00012643137974120453,2019-12-19,2019-12-20
"Bibile, Monaragala",0.00012643137974120453,2019-12-20,2019-12-21
"Bibile, Monaragala",0.00012643137974120453,2019-12-21,2019-12-22
"Bibile, Monaragala",0.00012643137974120453,2019-12-22,2019-12-23
"Bibile, Monaragala",2.2194257638252324e-05,2019-12-23,2019-12-24
"Bibile, Monaragala",2.1176527417353892e-05,2019-12-24,2019-12-25
"Bibile, Monaragala",0.00015558132328772275,2019-12-25,2019-12-26
"Bibile, Monaragala",0.00012643137974120453,2019-12-26,2019-12-27
"Bibile, Monaragala",6.64940718992127e-05,2019-12-27,2019-12-28
"Bibile, Monaragala",8.053915245153277e-05,2019-12-28,2019-12-29
"Bibile, Monaragala",-3.7065872555702275e-06,2019-12-29,2019-12-30
"Bibile, Monaragala",5.587984313944631e-05,2019-12-30,2019-12-31
"Bibile, Monaragala",-3.16976321224565e-05,2019-12-31,2020-01-01
"Bibile, Monaragala",9.034290529466051e-05,2020-01-01,2020-01-02
"Bibile, Monaragala",0.00012643137974120453,2020-01-02,2020-01-03
"Bibile, Monaragala",0.00010024575897291112,2020-01-03,2020-01-04
"Bibile, Monaragala",3.286016579496975e-05,2020-01-04,2020-01-05
"Bibile, Monaragala",3.071760518502251e-05,2020-01-05,2020-01-06
"Bibile, Monaragala",0.00012643137974120453,2020-01-06,2020-01-07
"Bibile, Monaragala",0.00012643137974120453,2020-01-07,2020-01-08
"Bibile, Monaragala",4.286209778128145e-05,2020-01-08,2020-01-09
"Bibile, Monaragala",5.750193863655609e-05,2020-01-09,2020-01-10
"Bibile, Monaragala",0.00014467694343247978,2020-01-10,2020-01-11
"Bibile, Monaragala",0.00012643137974120453,2020-01-11,2020-01-12
"Bibile, Monaragala",4.9088348810138415e-05,2020-01-12,2020-01-13
"Bibile, Monaragala",5.641005532275563e-05,2020-01-13,2020-01-14
"Bibile, Monaragala",2.0383452845553944e-05,2020-01-14,2020-01-15
"Bibile, Monaragala",0.00019584796926695654,2020-01-15,2020-01-16
"Bibile, Monaragala",0.0002388417701690389,2020-01-16,2020-01-17
"Bibile, Monaragala",0.00012643137974120453,2020-01-17,2020-01-18
"Bibile, Monaragala",-0.00012109061935916543,2020-01-18,2020-01-19
"Bibile, Monaragala",1.5958878447645566e-05,2020-01-19,2020-01-20
