STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,TAVG,TMAX,TMIN
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,19/04/2021,0,84,91,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,20/04/2021,0,84,92,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,21/04/2021,0,83,,77
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,22/04/2021,0,84,94,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,23/04/2021,0,83,91,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,24/04/2021,0,84,94,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,25/04/2021,0,84,94,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,26/04/2021,0,85,94,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,27/04/2021,0,85,95,77
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,28/04/2021,0,85,94,77
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,29/04/2021,0,85,93,78
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,30/04/2021,0,81,92,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,01/05/2021,0.53,83,90,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,02/05/2021,0.63,81,94,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,03/05/2021,0.69,79,92,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,04/05/2021,2.48,81,91,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,05/05/2021,0.75,82,90,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,06/05/2021,0,80,92,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,07/05/2021,0.76,79,90,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,08/05/2021,1.72,84,93,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,09/05/2021,0,81,,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,10/05/2021,0.81,81,92,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/05/2021,0,83,92,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/05/2021,0,81,89,77
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,13/05/2021,0.05,79,87,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,14/05/2021,2.35,79,87,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,15/05/2021,0.5,82,87,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,16/05/2021,0.33,82,90,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,17/05/2021,0,85,94,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,18/05/2021,0,85,92,78
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,19/05/2021,0.01,84,93,80
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,20/05/2021,0.3,81,90,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,21/05/2021,0.02,79,87,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,22/05/2021,0.2,82,89,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,23/05/2021,0.89,79,83,78
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,24/05/2021,0.28,79,84,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,25/05/2021,2.93,78,80,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,26/05/2021,1.67,77,83,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,27/05/2021,0.82,80,88,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,28/05/2021,0.3,82,90,77
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,29/05/2021,0,83,89,79
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,30/05/2021,0,83,90,78
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,31/05/2021,0,83,90,79
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,01/06/2021,0.06,83,90,77
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,02/06/2021,0,83,91,78
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,03/06/2021,0.03,81,87,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,04/06/2021,1.13,80,87,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,05/06/2021,1.99,78,87,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,06/06/2021,1.01,81,88,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,07/06/2021,0,83,90,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,08/06/2021,0,79,86,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,09/06/2021,1.44,80,89,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,10/06/2021,0.42,81,88,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/06/2021,0.02,82,90,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/06/2021,0,81,89,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,13/06/2021,0.25,81,88,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,14/06/2021,1.73,79,84,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,15/06/2021,0.02,81,87,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,16/06/2021,0.11,81,,77
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,17/06/2021,0.07,83,89,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,18/06/2021,0,85,90,78
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,19/06/2021,0,84,91,78
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,20/06/2021,0,83,91,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,21/06/2021,0,84,91,78
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,22/06/2021,0,83,89,78
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,23/06/2021,0,83,91,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,24/06/2021,0.18,81,88,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,25/06/2021,0,83,90,78
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,26/06/2021,0,82,,78
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,27/06/2021,0,82,91,78
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,28/06/2021,0,82,91,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,29/06/2021,0,82,90,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,30/06/2021,0,82,89,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,01/07/2021,0.01,80,88,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,02/07/2021,0.1,80,,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,03/07/2021,0,82,90,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,04/07/2021,0.24,81,93,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,05/07/2021,0.41,83,94,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,06/07/2021,0.01,82,91,78
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,07/07/2021,0,81,89,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,08/07/2021,0.37,82,91,77
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,09/07/2021,0,78,86,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,10/07/2021,1.34,78,,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/07/2021,0.12,82,,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/07/2021,0,81,86,78
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,13/07/2021,0,82,89,77
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,14/07/2021,0,82,89,77
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,15/07/2021,0,83,90,79
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,16/07/2021,0,82,87,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,17/07/2021,0.09,81,92,77
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,18/07/2021,0.02,82,,77
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,19/07/2021,0.07,83,89,78
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,20/07/2021,0,83,91,78
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,21/07/2021,0,83,88,78
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,22/07/2021,0,82,87,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,23/07/2021,0,81,87,77
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,24/07/2021,0.09,78,83,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,25/07/2021,0,79,88,77
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,26/07/2021,0.94,78,81,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,27/07/2021,0.27,81,89,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,28/07/2021,0,82,89,77
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,29/07/2021,0,82,89,77
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,30/07/2021,0,82,89,78
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,31/07/2021,0,83,90,77
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,01/08/2021,0,82,89,78
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,02/08/2021,0,82,89,78
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,03/08/2021,0,81,88,78
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,04/08/2021,0,83,90,78
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,05/08/2021,0,83,90,78
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,06/08/2021,0,81,89,77
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,07/08/2021,0,81,88,77
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,08/08/2021,0,80,85,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,09/08/2021,0.06,80,89,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,10/08/2021,0,82,90,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/08/2021,0,82,89,78
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/08/2021,0,80,85,78
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,13/08/2021,0,82,89,77
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,14/08/2021,0,81,89,77
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,15/08/2021,0,81,89,77
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,16/08/2021,0,81,88,78
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,17/08/2021,0,82,89,77
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,18/08/2021,0.01,79,89,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,19/08/2021,0.16,82,90,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,20/08/2021,0,83,92,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,21/08/2021,0,80,87,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,22/08/2021,0.07,80,88,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,24/08/2021,0.08,80,87,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,25/08/2021,0.05,80,88,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,26/08/2021,1.22,78,84,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,27/08/2021,0.08,81,87,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,28/08/2021,0.07,80,88,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,29/08/2021,0.39,79,87,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,30/08/2021,0.49,81,,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,31/08/2021,0.02,82,89,77
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,01/09/2021,0.03,82,89,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,02/09/2021,0.11,80,87,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,03/09/2021,0.09,80,87,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,04/09/2021,0.34,79,86,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,05/09/2021,0.13,79,86,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,06/09/2021,0.71,81,87,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,07/09/2021,0.19,81,89,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,08/09/2021,0,81,88,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,09/09/2021,0,82,90,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,10/09/2021,0,83,90,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/09/2021,0,82,89,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/09/2021,0,82,90,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,13/09/2021,0.35,80,86,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,14/09/2021,0.39,82,89,77
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,15/09/2021,0.03,82,90,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,16/09/2021,0.57,80,85,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,17/09/2021,0.01,83,90,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,18/09/2021,0.01,82,89,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,19/09/2021,0,83,92,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,20/09/2021,0.19,80,86,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,21/09/2021,0.14,81,87,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,22/09/2021,0,84,92,78
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,23/09/2021,0.19,83,92,79
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,24/09/2021,0,81,92,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,25/09/2021,1.59,81,87,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,26/09/2021,0.03,80,88,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,27/09/2021,0.69,80,87,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,28/09/2021,0.05,77,81,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,29/09/2021,0.22,82,89,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,30/09/2021,0,81,86,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,01/10/2021,0.29,76,81,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,02/10/2021,0.46,80,88,72
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,03/10/2021,0,80,86,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,04/10/2021,0.03,78,87,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,05/10/2021,0.22,77,,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,06/10/2021,1.08,79,86,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,07/10/2021,0,82,90,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,08/10/2021,0,82,89,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,09/10/2021,0,81,89,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,10/10/2021,0.06,82,88,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/10/2021,0.93,79,85,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/10/2021,0.01,80,84,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,13/10/2021,0.19,82,89,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,14/10/2021,0,82,89,77
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,15/10/2021,0,83,89,78
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,16/10/2021,0.22,79,85,77
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,17/10/2021,0.13,81,88,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,18/10/2021,0,82,89,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,19/10/2021,0,81,90,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,20/10/2021,0.07,80,91,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,21/10/2021,3.67,79,90,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,22/10/2021,0.21,80,90,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,23/10/2021,0.13,80,90,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,24/10/2021,0.13,80,87,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,25/10/2021,0,81,91,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,26/10/2021,0.02,78,89,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,27/10/2021,1.72,78,87,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,28/10/2021,0.2,78,87,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,29/10/2021,0.39,78,85,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,30/10/2021,0.16,77,88,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,31/10/2021,1.99,79,87,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,01/11/2021,0.21,79,88,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,02/11/2021,0.14,80,91,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,03/11/2021,3.13,77,89,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,04/11/2021,0.37,78,86,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,05/11/2021,0.77,79,86,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,06/11/2021,0.02,78,84,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,07/11/2021,1.9,77,84,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,08/11/2021,1.11,75,80,72
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,09/11/2021,1.63,76,77,72
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,10/11/2021,1,77,81,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/11/2021,0.33,79,,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/11/2021,0.31,79,86,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,13/11/2021,0.24,78,85,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,14/11/2021,0.65,78,86,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,15/11/2021,1.18,78,86,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,16/11/2021,0.73,79,85,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,17/11/2021,0.22,78,83,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,18/11/2021,0.78,79,87,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,19/11/2021,0,79,86,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,20/11/2021,1.58,80,,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,21/11/2021,0,81,,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,22/11/2021,0,81,89,71
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,23/11/2021,0,80,89,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,24/11/2021,1.66,77,82,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,25/11/2021,2.48,76,81,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,26/11/2021,0.2,80,88,72
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,27/11/2021,1.29,79,90,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,28/11/2021,3.44,78,88,72
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,29/11/2021,0,78,86,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,30/11/2021,3.35,78,90,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,01/12/2021,0,79,88,72
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,02/12/2021,0,80,89,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,03/12/2021,0,82,90,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,04/12/2021,0,81,90,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,05/12/2021,0,82,91,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,06/12/2021,0,80,89,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,07/12/2021,1.55,81,90,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,08/12/2021,0,82,91,71
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,09/12/2021,0.04,81,90,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,10/12/2021,0,81,91,71
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/12/2021,0,82,91,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/12/2021,0,80,91,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,13/12/2021,0,78,87,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,14/12/2021,0.01,79,87,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,15/12/2021,0.01,78,86,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,16/12/2021,0.08,80,89,72
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,17/12/2021,0.04,80,89,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,18/12/2021,0,80,89,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,19/12/2021,0.09,81,89,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,20/12/2021,0,81,89,72
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,21/12/2021,0,81,90,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,22/12/2021,0,80,90,72
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,23/12/2021,0,79,88,71
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,24/12/2021,0,79,89,70
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,25/12/2021,0,78,89,69
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,26/12/2021,0,78,89,67
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,27/12/2021,0,79,90,69
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,28/12/2021,0,80,91,69
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,29/12/2021,0,80,91,71
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,30/12/2021,0,79,91,72
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,31/12/2021,0.05,80,92,72
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,01/01/2022,0.02,81,92,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,02/01/2022,0.09,81,88,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,03/01/2022,0.06,78,84,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,04/01/2022,0,79,84,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,06/01/2022,0,80,91,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,07/01/2022,0,83,93,72
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,08/01/2022,0,80,,71
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,09/01/2022,0.14,79,90,72
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,10/01/2022,0,78,,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,13/01/2022,0,83,94,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,14/01/2022,0,81,94,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,16/01/2022,0,84,94,72
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,17/01/2022,0,81,,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,19/01/2022,0,80,,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,21/01/2022,0,77,93,63
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,22/01/2022,0,76,,63
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,26/01/2022,0.06,78,,70
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,28/01/2022,0,78,,68
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,30/01/2022,0.01,81,95,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,31/01/2022,0,81,,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,03/02/2022,0,79,96,71
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,04/02/2022,0,85,96,69
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,08/02/2022,0,83,93,70
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,09/02/2022,0,80,,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/02/2022,0,81,92,72
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,13/02/2022,0.25,76,,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,14/02/2022,0.01,81,90,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,16/02/2022,0,77,,71
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,18/02/2022,0,81,,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,19/02/2022,0,77,,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,21/02/2022,0,82,,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,22/02/2022,0,84,95,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,24/02/2022,0,81,,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,25/02/2022,0,85,93,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,27/02/2022,0,80,,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,28/02/2022,0,81,,71
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,03/03/2022,0.01,84,91,78
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,04/03/2022,0,80,,77
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,05/03/2022,0,83,95,71
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,09/03/2022,0,83,98,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,10/03/2022,0,90,99,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/03/2022,0,80,97,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,14/03/2022,0,80,,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,17/03/2022,0,83,95,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,21/03/2022,0,86,95,78
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,23/03/2022,0,83,,77
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,26/03/2022,0,85,98,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,27/03/2022,0.01,80,,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,30/03/2022,1.25,81,94,
