HCHO_reading,Location,Current_Date,Next_Date
7.986340575507248e-05,nuwara eliya proper,2020-02-04,2020-02-05
7.986340575507248e-05,nuwara eliya proper,2020-02-05,2020-02-06
0.0001382175604029,nuwara eliya proper,2020-02-06,2020-02-07
0.0001317641534045,nuwara eliya proper,2020-02-07,2020-02-08
6.650182181808007e-05,nuwara eliya proper,2020-02-08,2020-02-09
0.000197386685697,nuwara eliya proper,2020-02-09,2020-02-10
7.765335944064576e-05,nuwara eliya proper,2020-02-10,2020-02-11
0.0001410900828807,nuwara eliya proper,2020-02-11,2020-02-12
0.0001410900828807,nuwara eliya proper,2020-02-12,2020-02-13
0.0001410900828807,nuwara eliya proper,2020-02-13,2020-02-14
0.0001410900828807,nuwara eliya proper,2020-02-14,2020-02-15
6.299200630407998e-05,nuwara eliya proper,2020-02-15,2020-02-16
0.0001506198266539,nuwara eliya proper,2020-02-16,2020-02-17
0.0002877540176629,nuwara eliya proper,2020-02-17,2020-02-18
0.0002179950063233,nuwara eliya proper,2020-02-18,2020-02-19
0.0001680922979635,nuwara eliya proper,2020-02-19,2020-02-20
0.0001587409695234,nuwara eliya proper,2020-02-20,2020-02-21
0.0001587409695234,nuwara eliya proper,2020-02-21,2020-02-22
0.0001587409695234,nuwara eliya proper,2020-02-22,2020-02-23
0.0001587409695234,nuwara eliya proper,2020-02-23,2020-02-24
2.790848919363411e-05,nuwara eliya proper,2020-02-24,2020-02-25
8.692230779587012e-05,nuwara eliya proper,2020-02-25,2020-02-26
9.321953062533168e-05,nuwara eliya proper,2020-02-26,2020-02-27
0.0001182545319643,nuwara eliya proper,2020-02-27,2020-02-28
0.0001038297582307,nuwara eliya proper,2020-02-28,2020-02-29
0.0001038297582307,nuwara eliya proper,2020-02-29,2020-03-01
0.0001610556064582,nuwara eliya proper,2020-03-01,2020-03-02
0.0002926211328115,nuwara eliya proper,2020-03-02,2020-03-03
0.0001563871088153,nuwara eliya proper,2020-03-03,2020-03-04
0.0001276065604158,nuwara eliya proper,2020-03-04,2020-03-05
0.0001276065604158,nuwara eliya proper,2020-03-05,2020-03-06
0.0001534530454696,nuwara eliya proper,2020-03-06,2020-03-07
0.0001534530454696,nuwara eliya proper,2020-03-07,2020-03-08
0.0002358330415345,nuwara eliya proper,2020-03-08,2020-03-09
0.0001269736421399,nuwara eliya proper,2020-03-09,2020-03-10
0.0001196201216453,nuwara eliya proper,2020-03-10,2020-03-11
0.0001164685805966,nuwara eliya proper,2020-03-11,2020-03-12
5.913030676123423e-05,nuwara eliya proper,2020-03-12,2020-03-13
8.650040171724271e-05,nuwara eliya proper,2020-03-13,2020-03-14
0.0002230960695464,nuwara eliya proper,2020-03-14,2020-03-15
0.0001479475968795,nuwara eliya proper,2020-03-15,2020-03-16
5.1034690841333934e-05,nuwara eliya proper,2020-03-16,2020-03-17
5.1034690841333934e-05,nuwara eliya proper,2020-03-17,2020-03-18
5.1034690841333934e-05,nuwara eliya proper,2020-03-18,2020-03-19
0.0001213266413022,nuwara eliya proper,2020-03-19,2020-03-20
0.0002310020010223,nuwara eliya proper,2020-03-20,2020-03-21
4.420323884869883e-05,nuwara eliya proper,2020-03-21,2020-03-22
9.31143988963756e-05,nuwara eliya proper,2020-03-22,2020-03-23
0.0002300587603312,nuwara eliya proper,2020-03-23,2020-03-24
0.0001561715420216,nuwara eliya proper,2020-03-24,2020-03-25
0.0001745791108127,nuwara eliya proper,2020-03-25,2020-03-26
0.0001745791108127,nuwara eliya proper,2020-03-26,2020-03-27
0.0001705165047249,nuwara eliya proper,2020-03-27,2020-03-28
0.0001382194611718,nuwara eliya proper,2020-03-28,2020-03-29
9.987368024674012e-05,nuwara eliya proper,2020-03-29,2020-03-30
7.624938460239996e-05,nuwara eliya proper,2020-03-30,2020-03-31
5.386648690279978e-05,nuwara eliya proper,2020-03-31,2020-04-01
0.00011222307379,nuwara eliya proper,2020-04-01,2020-04-02
0.0001592264927832,nuwara eliya proper,2020-04-02,2020-04-03
0.0002123869982902,nuwara eliya proper,2020-04-03,2020-04-04
0.0002123869982902,nuwara eliya proper,2020-04-04,2020-04-05
0.0001614190987342,nuwara eliya proper,2020-04-05,2020-04-06
4.893659103010806e-05,nuwara eliya proper,2020-04-06,2020-04-07
0.0001316483709631,nuwara eliya proper,2020-04-07,2020-04-08
3.009876749553373e-05,nuwara eliya proper,2020-04-08,2020-04-09
0.0001537679907493,nuwara eliya proper,2020-04-09,2020-04-10
0.0001141103645879,nuwara eliya proper,2020-04-10,2020-04-11
0.0001141103645879,nuwara eliya proper,2020-04-11,2020-04-12
2.801437530766237e-05,nuwara eliya proper,2020-04-12,2020-04-13
2.801437530766237e-05,nuwara eliya proper,2020-04-13,2020-04-14
2.801437530766237e-05,nuwara eliya proper,2020-04-14,2020-04-15
4.445108781175533e-05,nuwara eliya proper,2020-04-15,2020-04-16
4.445108781175533e-05,nuwara eliya proper,2020-04-16,2020-04-17
4.445108781175533e-05,nuwara eliya proper,2020-04-17,2020-04-18
4.445108781175533e-05,nuwara eliya proper,2020-04-18,2020-04-19
8.102869212988206e-05,nuwara eliya proper,2020-04-19,2020-04-20
1.4180026992194256e-05,nuwara eliya proper,2020-04-20,2020-04-21
1.9146328337616464e-05,nuwara eliya proper,2020-04-21,2020-04-22
1.9146328337616464e-05,nuwara eliya proper,2020-04-22,2020-04-23
1.9146328337616464e-05,nuwara eliya proper,2020-04-23,2020-04-24
1.9146328337616464e-05,nuwara eliya proper,2020-04-24,2020-04-25
0.0002089542839653,nuwara eliya proper,2020-04-25,2020-04-26
6.685037744020196e-05,nuwara eliya proper,2020-04-26,2020-04-27
8.122499539115852e-05,nuwara eliya proper,2020-04-27,2020-04-28
0.0001298121524562,nuwara eliya proper,2020-04-28,2020-04-29
4.55068792675052e-05,nuwara eliya proper,2020-04-29,2020-04-30
4.55068792675052e-05,nuwara eliya proper,2020-04-30,2020-05-01
0.0003100065786437,nuwara eliya proper,2020-05-01,2020-05-02
0.0003100065786437,nuwara eliya proper,2020-05-02,2020-05-03
8.531399790386687e-05,nuwara eliya proper,2020-05-03,2020-05-04
8.531399790386687e-05,nuwara eliya proper,2020-05-04,2020-05-05
8.531399790386687e-05,nuwara eliya proper,2020-05-05,2020-05-06
8.531399790386687e-05,nuwara eliya proper,2020-05-06,2020-05-07
8.531399790386687e-05,nuwara eliya proper,2020-05-07,2020-05-08
8.531399790386687e-05,nuwara eliya proper,2020-05-08,2020-05-09
8.531399790386687e-05,nuwara eliya proper,2020-05-09,2020-05-10
8.531399790386687e-05,nuwara eliya proper,2020-05-10,2020-05-11
8.531399790386687e-05,nuwara eliya proper,2020-05-11,2020-05-12
3.394489074923621e-05,nuwara eliya proper,2020-05-12,2020-05-13
3.394489074923621e-05,nuwara eliya proper,2020-05-13,2020-05-14
3.394489074923621e-05,nuwara eliya proper,2020-05-14,2020-05-15
6.379205298112547e-05,nuwara eliya proper,2020-05-15,2020-05-16
6.379205298112547e-05,nuwara eliya proper,2020-05-16,2020-05-17
6.379205298112547e-05,nuwara eliya proper,2020-05-17,2020-05-18
6.379205298112547e-05,nuwara eliya proper,2020-05-18,2020-05-19
6.379205298112547e-05,nuwara eliya proper,2020-05-19,2020-05-20
0.0002410867489246,nuwara eliya proper,2020-05-20,2020-05-21
0.0002410867489246,nuwara eliya proper,2020-05-21,2020-05-22
0.0002410867489246,nuwara eliya proper,2020-05-22,2020-05-23
9.361655575049512e-05,nuwara eliya proper,2020-05-23,2020-05-24
2.9313758052738347e-05,nuwara eliya proper,2020-05-24,2020-05-25
0.0001470825570499,nuwara eliya proper,2020-05-25,2020-05-26
0.0002253643909505,nuwara eliya proper,2020-05-26,2020-05-27
0.0002253643909505,nuwara eliya proper,2020-05-27,2020-05-28
0.000159410971366,nuwara eliya proper,2020-05-28,2020-05-29
0.000159410971366,nuwara eliya proper,2020-05-29,2020-05-30
6.765771051305225e-05,nuwara eliya proper,2020-05-30,2020-05-31
6.408926959596066e-05,nuwara eliya proper,2020-05-31,2020-06-01
8.56501957878967e-05,nuwara eliya proper,2020-06-01,2020-06-02
3.471480400613344e-05,nuwara eliya proper,2020-06-02,2020-06-03
0.000154368388147,nuwara eliya proper,2020-06-03,2020-06-04
0.0001141129517995,nuwara eliya proper,2020-06-04,2020-06-05
7.77897683573902e-05,nuwara eliya proper,2020-06-05,2020-06-06
7.77897683573902e-05,nuwara eliya proper,2020-06-06,2020-06-07
7.77897683573902e-05,nuwara eliya proper,2020-06-07,2020-06-08
7.77897683573902e-05,nuwara eliya proper,2020-06-08,2020-06-09
3.434125235164873e-05,nuwara eliya proper,2020-06-09,2020-06-10
3.434125235164873e-05,nuwara eliya proper,2020-06-10,2020-06-11
3.434125235164873e-05,nuwara eliya proper,2020-06-11,2020-06-12
3.434125235164873e-05,nuwara eliya proper,2020-06-12,2020-06-13
0.000158933268254,nuwara eliya proper,2020-06-13,2020-06-14
0.000158933268254,nuwara eliya proper,2020-06-14,2020-06-15
0.000158933268254,nuwara eliya proper,2020-06-15,2020-06-16
0.000158933268254,nuwara eliya proper,2020-06-16,2020-06-17
0.0001444523663049,nuwara eliya proper,2020-06-17,2020-06-18
0.0001007701426017,nuwara eliya proper,2020-06-18,2020-06-19
2.810942446211327e-05,nuwara eliya proper,2020-06-19,2020-06-20
6.764394546622817e-06,nuwara eliya proper,2020-06-20,2020-06-21
6.764394546622817e-06,nuwara eliya proper,2020-06-21,2020-06-22
0.0001184462480999,nuwara eliya proper,2020-06-22,2020-06-23
0.0001184462480999,nuwara eliya proper,2020-06-23,2020-06-24
0.0002062121405114,nuwara eliya proper,2020-06-24,2020-06-25
0.0002062121405114,nuwara eliya proper,2020-06-25,2020-06-26
0.0002062121405114,nuwara eliya proper,2020-06-26,2020-06-27
1.44151457008988e-05,nuwara eliya proper,2020-06-27,2020-06-28
1.44151457008988e-05,nuwara eliya proper,2020-06-28,2020-06-29
5.5337856843744126e-05,nuwara eliya proper,2020-06-29,2020-06-30
5.53492540802816e-05,nuwara eliya proper,2020-06-30,2020-07-01
3.925838449686975e-05,nuwara eliya proper,2020-07-01,2020-07-02
3.925838449686975e-05,nuwara eliya proper,2020-07-02,2020-07-03
3.925838449686975e-05,nuwara eliya proper,2020-07-03,2020-07-04
0.0002487005529016,nuwara eliya proper,2020-07-04,2020-07-05
2.956633827493116e-05,nuwara eliya proper,2020-07-05,2020-07-06
2.598555987638028e-05,nuwara eliya proper,2020-07-06,2020-07-07
7.669365863372583e-05,nuwara eliya proper,2020-07-07,2020-07-08
7.669365863372583e-05,nuwara eliya proper,2020-07-08,2020-07-09
7.669365863372583e-05,nuwara eliya proper,2020-07-09,2020-07-10
7.669365863372583e-05,nuwara eliya proper,2020-07-10,2020-07-11
7.669365863372583e-05,nuwara eliya proper,2020-07-11,2020-07-12
7.17762642088081e-05,nuwara eliya proper,2020-07-12,2020-07-13
0.0001633155591937,nuwara eliya proper,2020-07-13,2020-07-14
7.268614753835689e-05,nuwara eliya proper,2020-07-14,2020-07-15
7.268614753835689e-05,nuwara eliya proper,2020-07-15,2020-07-16
7.268614753835689e-05,nuwara eliya proper,2020-07-16,2020-07-17
4.08860571681486e-05,nuwara eliya proper,2020-07-17,2020-07-18
4.08860571681486e-05,nuwara eliya proper,2020-07-18,2020-07-19
4.08860571681486e-05,nuwara eliya proper,2020-07-19,2020-07-20
4.08860571681486e-05,nuwara eliya proper,2020-07-20,2020-07-21
0.0002360391935347,nuwara eliya proper,2020-07-21,2020-07-22
0.0001641782680617,nuwara eliya proper,2020-07-22,2020-07-23
3.940120436492337e-05,nuwara eliya proper,2020-07-23,2020-07-24
1.8307914429828847e-05,nuwara eliya proper,2020-07-24,2020-07-25
1.8307914429828847e-05,nuwara eliya proper,2020-07-25,2020-07-26
1.8307914429828847e-05,nuwara eliya proper,2020-07-26,2020-07-27
1.8307914429828847e-05,nuwara eliya proper,2020-07-27,2020-07-28
1.8307914429828847e-05,nuwara eliya proper,2020-07-28,2020-07-29
1.8307914429828847e-05,nuwara eliya proper,2020-07-29,2020-07-30
1.8307914429828847e-05,nuwara eliya proper,2020-07-30,2020-07-31
1.8307914429828847e-05,nuwara eliya proper,2020-07-31,2020-08-01
1.8307914429828847e-05,nuwara eliya proper,2020-08-01,2020-08-02
1.8307914429828847e-05,nuwara eliya proper,2020-08-02,2020-08-03
1.8307914429828847e-05,nuwara eliya proper,2020-08-03,2020-08-04
1.8307914429828847e-05,nuwara eliya proper,2020-08-04,2020-08-05
1.8307914429828847e-05,nuwara eliya proper,2020-08-05,2020-08-06
1.8307914429828847e-05,nuwara eliya proper,2020-08-06,2020-08-07
1.8307914429828847e-05,nuwara eliya proper,2020-08-07,2020-08-08
1.8307914429828847e-05,nuwara eliya proper,2020-08-08,2020-08-09
1.8307914429828847e-05,nuwara eliya proper,2020-08-09,2020-08-10
1.8307914429828847e-05,nuwara eliya proper,2020-08-10,2020-08-11
1.8307914429828847e-05,nuwara eliya proper,2020-08-11,2020-08-12
3.338662814463333e-05,nuwara eliya proper,2020-08-12,2020-08-13
3.338662814463333e-05,nuwara eliya proper,2020-08-13,2020-08-14
8.667626106018816e-05,nuwara eliya proper,2020-08-14,2020-08-15
8.667626106018816e-05,nuwara eliya proper,2020-08-15,2020-08-16
8.667626106018816e-05,nuwara eliya proper,2020-08-16,2020-08-17
8.667626106018816e-05,nuwara eliya proper,2020-08-17,2020-08-18
6.735485344983625e-05,nuwara eliya proper,2020-08-18,2020-08-19
2.378187809016385e-05,nuwara eliya proper,2020-08-19,2020-08-20
7.405326262252661e-05,nuwara eliya proper,2020-08-20,2020-08-21
0.0001291053689817,nuwara eliya proper,2020-08-21,2020-08-22
0.0001291053689817,nuwara eliya proper,2020-08-22,2020-08-23
0.0001291053689817,nuwara eliya proper,2020-08-23,2020-08-24
0.0001291053689817,nuwara eliya proper,2020-08-24,2020-08-25
0.0001291053689817,nuwara eliya proper,2020-08-25,2020-08-26
0.0001291053689817,nuwara eliya proper,2020-08-26,2020-08-27
0.0001291053689817,nuwara eliya proper,2020-08-27,2020-08-28
0.0001291053689817,nuwara eliya proper,2020-08-28,2020-08-29
0.0001291053689817,nuwara eliya proper,2020-08-29,2020-08-30
0.0001291053689817,nuwara eliya proper,2020-08-30,2020-08-31
4.066184479083674e-05,nuwara eliya proper,2020-08-31,2020-09-01
4.066184479083674e-05,nuwara eliya proper,2020-09-01,2020-09-02
4.066184479083674e-05,nuwara eliya proper,2020-09-02,2020-09-03
4.066184479083674e-05,nuwara eliya proper,2020-09-03,2020-09-04
0.0001083789686832,nuwara eliya proper,2020-09-04,2020-09-05
0.0001083789686832,nuwara eliya proper,2020-09-05,2020-09-06
0.0001083789686832,nuwara eliya proper,2020-09-06,2020-09-07
0.0001083789686832,nuwara eliya proper,2020-09-07,2020-09-08
0.0001083789686832,nuwara eliya proper,2020-09-08,2020-09-09
0.0001083789686832,nuwara eliya proper,2020-09-09,2020-09-10
0.0001083789686832,nuwara eliya proper,2020-09-10,2020-09-11
0.0001083789686832,nuwara eliya proper,2020-09-11,2020-09-12
0.0001083789686832,nuwara eliya proper,2020-09-12,2020-09-13
0.0001083789686832,nuwara eliya proper,2020-09-13,2020-09-14
0.0001083789686832,nuwara eliya proper,2020-09-14,2020-09-15
0.0001083789686832,nuwara eliya proper,2020-09-15,2020-09-16
0.0001083789686832,nuwara eliya proper,2020-09-16,2020-09-17
0.0001083789686832,nuwara eliya proper,2020-09-17,2020-09-18
0.0001083789686832,nuwara eliya proper,2020-09-18,2020-09-19
0.0001083789686832,nuwara eliya proper,2020-09-19,2020-09-20
0.0001083789686832,nuwara eliya proper,2020-09-20,2020-09-21
0.0001083789686832,nuwara eliya proper,2020-09-21,2020-09-22
0.0001083789686832,nuwara eliya proper,2020-09-22,2020-09-23
0.0001083789686832,nuwara eliya proper,2020-09-23,2020-09-24
0.0001083789686832,nuwara eliya proper,2020-09-24,2020-09-25
0.0001083789686832,nuwara eliya proper,2020-09-25,2020-09-26
0.0001083789686832,nuwara eliya proper,2020-09-26,2020-09-27
0.0001083789686832,nuwara eliya proper,2020-09-27,2020-09-28
0.0001083789686832,nuwara eliya proper,2020-09-28,2020-09-29
0.0001083789686832,nuwara eliya proper,2020-09-29,2020-09-30
0.0001083789686832,nuwara eliya proper,2020-09-30,2020-10-01
0.0001083789686832,nuwara eliya proper,2020-10-01,2020-10-02
0.0001083789686832,nuwara eliya proper,2020-10-02,2020-10-03
0.0001083789686832,nuwara eliya proper,2020-10-03,2020-10-04
7.112750198193982e-05,nuwara eliya proper,2020-10-04,2020-10-05
6.444454029010681e-05,nuwara eliya proper,2020-10-05,2020-10-06
2.9359238841637245e-05,nuwara eliya proper,2020-10-06,2020-10-07
2.9359238841637245e-05,nuwara eliya proper,2020-10-07,2020-10-08
2.9359238841637245e-05,nuwara eliya proper,2020-10-08,2020-10-09
2.9359238841637245e-05,nuwara eliya proper,2020-10-09,2020-10-10
2.9359238841637245e-05,nuwara eliya proper,2020-10-10,2020-10-11
2.9359238841637245e-05,nuwara eliya proper,2020-10-11,2020-10-12
2.9359238841637245e-05,nuwara eliya proper,2020-10-12,2020-10-13
2.9359238841637245e-05,nuwara eliya proper,2020-10-13,2020-10-14
2.9359238841637245e-05,nuwara eliya proper,2020-10-14,2020-10-15
2.9359238841637245e-05,nuwara eliya proper,2020-10-15,2020-10-16
2.9359238841637245e-05,nuwara eliya proper,2020-10-16,2020-10-17
1.863356916168653e-05,nuwara eliya proper,2020-10-17,2020-10-18
0.0001137325897504,nuwara eliya proper,2020-10-18,2020-10-19
0.0001137325897504,nuwara eliya proper,2020-10-19,2020-10-20
7.762867309092792e-05,nuwara eliya proper,2020-10-20,2020-10-21
7.762867309092792e-05,nuwara eliya proper,2020-10-21,2020-10-22
7.762867309092792e-05,nuwara eliya proper,2020-10-22,2020-10-23
1.6405422827528453e-06,nuwara eliya proper,2020-10-23,2020-10-24
0.0001060905371189,nuwara eliya proper,2020-10-24,2020-10-25
5.765260364341179e-05,nuwara eliya proper,2020-10-25,2020-10-26
8.459547186976746e-05,nuwara eliya proper,2020-10-26,2020-10-27
8.459547186976746e-05,nuwara eliya proper,2020-10-27,2020-10-28
8.459547186976746e-05,nuwara eliya proper,2020-10-28,2020-10-29
8.459547186976746e-05,nuwara eliya proper,2020-10-29,2020-10-30
8.459547186976746e-05,nuwara eliya proper,2020-10-30,2020-10-31
8.459547186976746e-05,nuwara eliya proper,2020-10-31,2020-11-01
0.0001801439200016,nuwara eliya proper,2020-11-01,2020-11-02
0.0002142236491755,nuwara eliya proper,2020-11-02,2020-11-03
0.0002142236491755,nuwara eliya proper,2020-11-03,2020-11-04
0.0002142236491755,nuwara eliya proper,2020-11-04,2020-11-05
0.0002142236491755,nuwara eliya proper,2020-11-05,2020-11-06
0.0002142236491755,nuwara eliya proper,2020-11-06,2020-11-07
0.0002142236491755,nuwara eliya proper,2020-11-07,2020-11-08
0.0002142236491755,nuwara eliya proper,2020-11-08,2020-11-09
0.0002142236491755,nuwara eliya proper,2020-11-09,2020-11-10
0.0002142236491755,nuwara eliya proper,2020-11-10,2020-11-11
0.0002142236491755,nuwara eliya proper,2020-11-11,2020-11-12
0.0002142236491755,nuwara eliya proper,2020-11-12,2020-11-13
5.552121763614652e-05,nuwara eliya proper,2020-11-13,2020-11-14
5.552121763614652e-05,nuwara eliya proper,2020-11-14,2020-11-15
5.552121763614652e-05,nuwara eliya proper,2020-11-15,2020-11-16
5.552121763614652e-05,nuwara eliya proper,2020-11-16,2020-11-17
5.552121763614652e-05,nuwara eliya proper,2020-11-17,2020-11-18
5.552121763614652e-05,nuwara eliya proper,2020-11-18,2020-11-19
5.552121763614652e-05,nuwara eliya proper,2020-11-19,2020-11-20
5.552121763614652e-05,nuwara eliya proper,2020-11-20,2020-11-21
5.552121763614652e-05,nuwara eliya proper,2020-11-21,2020-11-22
5.552121763614652e-05,nuwara eliya proper,2020-11-22,2020-11-23
5.552121763614652e-05,nuwara eliya proper,2020-11-23,2020-11-24
5.552121763614652e-05,nuwara eliya proper,2020-11-24,2020-11-25
5.552121763614652e-05,nuwara eliya proper,2020-11-25,2020-11-26
4.101707495414875e-05,nuwara eliya proper,2020-11-26,2020-11-27
4.0722158054194e-05,nuwara eliya proper,2020-11-27,2020-11-28
4.0722158054194e-05,nuwara eliya proper,2020-11-28,2020-11-29
4.0722158054194e-05,nuwara eliya proper,2020-11-29,2020-11-30
0.0001118550445562,nuwara eliya proper,2020-11-30,2020-12-01
0.0001118550445562,nuwara eliya proper,2020-12-01,2020-12-02
0.0001118550445562,nuwara eliya proper,2020-12-02,2020-12-03
0.0001118550445562,nuwara eliya proper,2020-12-03,2020-12-04
0.0001118550445562,nuwara eliya proper,2020-12-04,2020-12-05
0.0001118550445562,nuwara eliya proper,2020-12-05,2020-12-06
5.38102830412897e-05,nuwara eliya proper,2020-12-06,2020-12-07
5.38102830412897e-05,nuwara eliya proper,2020-12-07,2020-12-08
5.38102830412897e-05,nuwara eliya proper,2020-12-08,2020-12-09
0.0002231214330577,nuwara eliya proper,2020-12-09,2020-12-10
0.0002231214330577,nuwara eliya proper,2020-12-10,2020-12-11
0.0002231214330577,nuwara eliya proper,2020-12-11,2020-12-12
0.0002231214330577,nuwara eliya proper,2020-12-12,2020-12-13
0.0002231214330577,nuwara eliya proper,2020-12-13,2020-12-14
0.0003100065786437,nuwara eliya proper,2020-12-14,2020-12-15
6.401898028405714e-05,nuwara eliya proper,2020-12-15,2020-12-16
8.736900134538711e-05,nuwara eliya proper,2020-12-16,2020-12-17
0.0002771661984116,nuwara eliya proper,2020-12-17,2020-12-18
0.0002771661984116,nuwara eliya proper,2020-12-18,2020-12-19
0.0002771661984116,nuwara eliya proper,2020-12-19,2020-12-20
0.0002771661984116,nuwara eliya proper,2020-12-20,2020-12-21
0.0002771661984116,nuwara eliya proper,2020-12-21,2020-12-22
0.0002771661984116,nuwara eliya proper,2020-12-22,2020-12-23
0.0002771661984116,nuwara eliya proper,2020-12-23,2020-12-24
0.0002771661984116,nuwara eliya proper,2020-12-24,2020-12-25
0.0001279035072759,nuwara eliya proper,2020-12-25,2020-12-26
0.0001279035072759,nuwara eliya proper,2020-12-26,2020-12-27
0.0001279035072759,nuwara eliya proper,2020-12-27,2020-12-28
0.0001279035072759,nuwara eliya proper,2020-12-28,2020-12-29
2.577250318826315e-05,nuwara eliya proper,2020-12-29,2020-12-30
0.0001332655869342,nuwara eliya proper,2020-12-30,2020-12-31
0.0001332655869342,nuwara eliya proper,2020-12-31,2021-01-01
0.0001332655869342,nuwara eliya proper,2021-01-01,2021-01-02
0.0001332655869342,nuwara eliya proper,2021-01-02,2021-01-03
0.0001332655869342,nuwara eliya proper,2021-01-03,2021-01-04
0.0001332655869342,nuwara eliya proper,2021-01-04,2021-01-05
0.0001332655869342,nuwara eliya proper,2021-01-05,2021-01-06
0.0001332655869342,nuwara eliya proper,2021-01-06,2021-01-07
0.0001332655869342,nuwara eliya proper,2021-01-07,2021-01-08
0.0001332655869342,nuwara eliya proper,2021-01-08,2021-01-09
0.0001332655869342,nuwara eliya proper,2021-01-09,2021-01-10
0.0001332655869342,nuwara eliya proper,2021-01-10,2021-01-11
0.0001332655869342,nuwara eliya proper,2021-01-11,2021-01-12
0.0001332655869342,nuwara eliya proper,2021-01-12,2021-01-13
0.0001332655869342,nuwara eliya proper,2021-01-13,2021-01-14
0.0001332655869342,nuwara eliya proper,2021-01-14,2021-01-15
0.0001332655869342,nuwara eliya proper,2021-01-15,2021-01-16
0.0001332655869342,nuwara eliya proper,2021-01-16,2021-01-17
0.0001332655869342,nuwara eliya proper,2021-01-17,2021-01-18
0.0001332655869342,nuwara eliya proper,2021-01-18,2021-01-19
0.0001332655869342,nuwara eliya proper,2021-01-19,2021-01-20
0.0001068125785356,nuwara eliya proper,2021-01-20,2021-01-21
0.0001869301887765,nuwara eliya proper,2021-01-21,2021-01-22
0.0001061579994683,nuwara eliya proper,2021-01-22,2021-01-23
0.0001061579994683,nuwara eliya proper,2021-01-23,2021-01-24
0.0001688553276625,nuwara eliya proper,2021-01-24,2021-01-25
1.0221516709139655e-05,nuwara eliya proper,2021-01-25,2021-01-26
0.0001343015733841,nuwara eliya proper,2021-01-26,2021-01-27
0.0001224238430861,nuwara eliya proper,2021-01-27,2021-01-28
0.0001224238430861,nuwara eliya proper,2021-01-28,2021-01-29
0.0001224238430861,nuwara eliya proper,2021-01-29,2021-01-30
0.0001224238430861,nuwara eliya proper,2021-01-30,2021-01-31
0.0001224238430861,nuwara eliya proper,2021-01-31,2021-02-01
0.0001224238430861,nuwara eliya proper,2021-02-01,2021-02-02
0.0001224238430861,nuwara eliya proper,2021-02-02,2021-02-03
0.0001224238430861,nuwara eliya proper,2021-02-03,2021-02-04
0.0001224238430861,nuwara eliya proper,2021-02-04,2021-02-05
0.0001224238430861,nuwara eliya proper,2021-02-05,2021-02-06
0.0001224238430861,nuwara eliya proper,2021-02-06,2021-02-07
0.0001224238430861,nuwara eliya proper,2021-02-07,2021-02-08
0.0001224238430861,nuwara eliya proper,2021-02-08,2021-02-09
0.0001469255913887,nuwara eliya proper,2021-02-09,2021-02-10
0.000182039824095,nuwara eliya proper,2021-02-10,2021-02-11
6.099196592038759e-05,nuwara eliya proper,2021-02-11,2021-02-12
1.876127355439592e-05,nuwara eliya proper,2021-02-12,2021-02-13
1.876127355439592e-05,nuwara eliya proper,2021-02-13,2021-02-14
1.876127355439592e-05,nuwara eliya proper,2021-02-14,2021-02-15
0.000104208506148,nuwara eliya proper,2021-02-15,2021-02-16
0.0001972394579192,nuwara eliya proper,2021-02-16,2021-02-17
0.0001359928367385,nuwara eliya proper,2021-02-17,2021-02-18
0.0001509140828747,nuwara eliya proper,2021-02-18,2021-02-19
0.0001509140828747,nuwara eliya proper,2021-02-19,2021-02-20
0.0001509140828747,nuwara eliya proper,2021-02-20,2021-02-21
0.0001509140828747,nuwara eliya proper,2021-02-21,2021-02-22
0.0001509140828747,nuwara eliya proper,2021-02-22,2021-02-23
6.949462057990891e-05,nuwara eliya proper,2021-02-23,2021-02-24
0.0001288248443664,nuwara eliya proper,2021-02-24,2021-02-25
0.0001288248443664,nuwara eliya proper,2021-02-25,2021-02-26
0.0001058817913945,nuwara eliya proper,2021-02-26,2021-02-27
0.0001929482387941,nuwara eliya proper,2021-02-27,2021-02-28
0.0002182676237054,nuwara eliya proper,2021-02-28,2021-03-01
4.993875692866424e-05,nuwara eliya proper,2021-03-01,2021-03-02
6.669064590931174e-06,nuwara eliya proper,2021-03-02,2021-03-03
6.669064590931174e-06,nuwara eliya proper,2021-03-03,2021-03-04
0.0001098576512754,nuwara eliya proper,2021-03-04,2021-03-05
0.0001098576512754,nuwara eliya proper,2021-03-05,2021-03-06
0.0001520140450611,nuwara eliya proper,2021-03-06,2021-03-07
0.0001132469209601,nuwara eliya proper,2021-03-07,2021-03-08
0.0001132469209601,nuwara eliya proper,2021-03-08,2021-03-09
0.0001132469209601,nuwara eliya proper,2021-03-09,2021-03-10
0.0001132469209601,nuwara eliya proper,2021-03-10,2021-03-11
0.0001132469209601,nuwara eliya proper,2021-03-11,2021-03-12
0.0001132469209601,nuwara eliya proper,2021-03-12,2021-03-13
0.0001132469209601,nuwara eliya proper,2021-03-13,2021-03-14
0.0001132469209601,nuwara eliya proper,2021-03-14,2021-03-15
9.057991938279364e-05,nuwara eliya proper,2021-03-15,2021-03-16
5.105386298132563e-05,nuwara eliya proper,2021-03-16,2021-03-17
7.561145937623848e-05,nuwara eliya proper,2021-03-17,2021-03-18
7.561145937623848e-05,nuwara eliya proper,2021-03-18,2021-03-19
7.561145937623848e-05,nuwara eliya proper,2021-03-19,2021-03-20
7.561145937623848e-05,nuwara eliya proper,2021-03-20,2021-03-21
